,name,price_current,price_original,reviews_number,seller,score,brand,Series,Color,height_cm,width_cm,screen_size_in,resolution_x,resolution_y,proc_brand,Tipo de procesador,proc_speed_ghz,ram,Tecnología de la memoria,ram_type,ram_max,memory,Descripción del disco duro,memory_interface,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,gpu_ram,gpu_interface,Tipo de conexión inalámbrica,usb_2,usb_3,Tipo de unidad óptica,os,battery_wh,battery_cells,weight_kg,Número de modelo del producto,since
187,"Asus VivoBook Laptop Delgada y Ligera, 17.3"" | 1TB HDD, 17-30.99 Inches",,,230,Asus,3.9,Asus,,,0.23,26.9,17.0,,,Intel,Pentium,2.7,8,DDR3,DDR4,8.0,1000,,Serial ATA,,,DDR DRAM,,Integrado,802.11ac,2,2,None,Windows 10 Home,42,3.0,3.2,F705MA-DS21Q,2018-07-21
188,"Dell 16VFDELP0042 E6410 14.1"" Business High Performance Laptop Intel Core i7 620M 2.6G, 4G DDR3, 320G, DVDRW, Windows 10 Professional",,,6,Dell,2.8,Dell,DELL,,23.9,0.3,14.0,1366,1845,Intel,Intel Core i7,2.6,4,DDR3,DDR3,8.0,320,,Serial ATA,NVIDIA NVS 3100M,Integrated,,,Integrado,,3,,DVD-ROM,Windows 10 Pro,66,6.0,3.4,16VFDELP0042,2017-06-21
189,"2019 Lenovo ideapad S340 15.6"" HD Flagship Home & Business Laptop, Intel Quad Core i5-8265U Upto 3.9GHz, 8GB RAM, 128GB SSD, USB-C, WiFi, HDMI, Bluetooth, Windows 10, Dark Orchid",,,14,LENOVO:,4.3,LENOVO:,ideapad S340 Home and Business Laptop,Dark Orchid,0.18,24.5,16.0,1366,768,Intel,Core i5 8250U,2400.0,8,DDR4,DDR4,,128,,USB 2.0,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows,42,3.0,2.4,LENOVO,2019-12-03
190,"Dell i3565-A453BLK-PUS. Laptop 15.6"", IBM AMD A6-9200 2.8GHz, 4GB RAM, 500GB HDD, Windows 10",,,486,Dell,3.4,Dell,i3565,Negro,0.23,25.9,16.0,,,IBM,None,2.8,4,,DDR4,500.0,500,,eSATA,AMD Radeon R4,,,,Integrado,802.11bgn,1,2,,Windows 10,32,3.0,3.2,I3565-A453BLK-PUS,2018-05-12
191,"Asus ROG Strix Scar III (2019) Gaming Laptop, 17.3"" 240Hz IPS Tipo FHD, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe SSD, per-Key RGB KB, Windows 10 Home, G731GW-DH76",,,6,Asus,4.3,Asus,ROG Strix Scar III G731GW,,0.25,29.2,17.0,,,Intel,Intel Core i7,4.5,16,DDR4,DDR4,32.0,1,,Solid State,NVIDIA GeForce RTX 2070,Dedicated,GDDR6,,PCI-E,"802.11a/g/n/ac, Bluetooth",,,No Optical Drive,Windows 10 Home,66,4.0,5.0,G731GW-DH76,2019-10-15
192,"Acer Predator Triton 500 - computadora portátil para Videojuegos (Fino y Ligero), GeForce RTX 2060 MAX-P, 15.6"", 16GB DDR4, 512GB SSD",,,54,Acer,3.4,Acer,PT515-51-71VV,,0.18,25.5,16.0,,,Intel,Intel Core i7,4.1,16,DDR4,,32.0,512,,Solid State,NVIDIA GeForce,Dedicated,GDDR6,,Integrado,802.11ac,,,None,Windows 10 Home,66,4.0,4.9,NH.Q50AA.001,2019-08-13
193,"Dell i5575-A217SLV-PUS Inspiron 15 5575 - visualización LED retroiluminada - AMD Ryzen 5 - Radeon Vega8 Graphics - Memoria de 8 GB - Disco Duro de 1 TB, 39,6 cm, Platino, Color Plateado",,,64,Dell,3.5,Dell,Dell Inspiron,Platino (Platinum Silver),0.2,38.0,16.0,,,AMD,Apple A5,3.6,8,,DDR4,32.0,1000,,Serial ATA,Integrated graphics with AMD APU,,DDR4 SDRAM,8,Integrado,,1,,DVD+RW,Windows 10 Home,42,3.0,3.1,i5575-A217SLV-PUS,2018-07-10
194,"Lenovo Ideapad 710S Plus - visualización táctil de 13,3"" (Intel Core i7-7500U, 8 GB DDR4, 512 GB SSD, Windows 10 Home), 80YQ0002US",,,20,Lenovo,4.3,Lenovo,Lenovo IdeaPad 710,,30.9,0.15,13.0,1920,1080,Intel,Intel Core i7,2.7,8,DDR4,,8.0,512,,Solid State,,Integrated,,,,"802.11ag, Bluetooth",1,,None,Windows 10,46,2.0,2.3,80YQ0002US,2017-07-05
195,"MSI GS65 Stealth-007 15.6"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2060 6G, 144Hz 7ms, Intel i7-8750H (6 cores), 16GB, 256GB NVMe SSD, TB3, Per Key RGB, Win 10 Pro, Matte Black with Gold Diamond cut",,,4,MSI,3.9,MSI,GS65 Stealth-007,Matte Black with Gold Diamond Cut,0.29,26.0,16.0,1920,1080,Intel,Intel Core i7,2.2,16,,,32.0,256,,Serial ATA,RTX,Dedicated,DRAM,6,PCI-E,"Bluetooth, 802.11n",,,None,Windows 10 Pro,82,4.0,3.7,GS65 Stealth-007,2019-01-29
196,"Lenovo ThinkPad T490 Laptop (20N2-001YUS) Intel i5-8265U, 8GB DDR4 RAM, 256GB SSD, 14-inch FHD 1920x1080, Win10 Pro, 720p Webcam, Fingerprint Reader",,,2,Lenovo,5.0,Lenovo,Lenovo Thinkpad,,,,14.0,,,Intel,Intel Core i5,1.6,8,DDR4,,,256,,Solid State,Intel UHD Graphics 620,dedicated,,,,802.11ac,,,,Windows 10 Pro,39,4.0,2.4,,2019-05-05
197,"ASUS ROG Strix GL503GE-ES52 Hero Edition Negro Portátil 39.6 cm (15.6"") 1920 x 1080 Pixeles 2.30 GHz 8ª generación de procesadores Intel® Core™ i5 i5-8300H - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 2.30 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 8 GB, 1128 GB)",,,22,Asus,3.8,Asus,GL503GE-ES52 Hero Edition,Negro,0.24,26.2,16.0,1920,1080,,Intel Core i5,2.3,8,DDR4-SDRAM,GDDR5,32.0,1128,,Serial ATA-600,,NVIDIA GeForce GTX 1050 Ti,,,PCI-E,802.11a/b/g/n/ac,1,,No,Windows 10 Home,64,4.0,4.9,GL503GE-ES52,2018-04-24
198,"Lenovo Flex 15 Series 15.6"" 2-in-1 Touchscreen Laptop, 10th Gen Intel Core i7-10510U, 16GB RAM, 512GB SSD, NVIDIA GeForce MX230 Graphics",,,6,Lenovo,3.1,Lenovo,81XH0003US,Negro,,,16.0,,,Intel,Intel Core i7,1.8,16,DDR4,DDR4,,512,,Solid State,,dedicated,,,,802.11ac,,,,Windows 10,52,3.0,2.8,,2019-12-03
199,"2019 ASUS TUF 17.3"" FHD Gaming computadora Portátil Gaming Laptop Computadora, AMD Ryzen 7 3750H Quad-Core hasta 4.0GHz, 8GB DDR4 RAM, 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Bluetooth 4.2, HDMI, Windows 10",,,83,Asus,4.4,Asus,TUF Gaming,,0.28,27.9,17.0,1920,1080,AMD,AMD R Series,2.3,8,DDR4,DDR4,,512,,PCIE x 4,NVIDIA GeForce GTX 1650 4GB GDDR5,nvidia_geforce_gtx,DDR4 SDRAM,,Integrado,"802.11abg, 802.11a/b/g/n/ac, 802.11ac, 802.11a/b/g/n, 802.11a",1,,No Optical Drive,Windows 10,120,6.0,3.9,TUF Gaming,2019-07-20
200,"Lenovo Flex 14 2-en-1 Convertible Laptop, 14 Pulgadas FHD (1920 x 1080) visualizaciÃ³n tÃ¡ctil, AMD Ryzen 5 3500U Procesador, 8GB DDR4 RAM, 256GB NVMe SSD, Windows 10, 81SS0005US, Negro",,,492,Lenovo,4.2,Lenovo,Flex 14,Negro ónice,0.18,22.9,14.0,,,AMD,AMD R Series,2.1,8,DDR4,DDR4,8.0,,,Serial ATA,AMD Radeon Vega 8,,GDDR6,,Integrado,,,,None,Windows 14,45,4.0,2.4,81SS0005US,2019-03-07
201,"Lenovo 120S-14IAP Laptop 14"", Intel Celeron N3350 1.1GHz, 2GB RAM ,32GB SSD, Windows 10",,,66,Lenovo,3.5,Lenovo,120S-14IAP,gris,0.18,33.3,14.0,,,Intel,None,1.1,2,,SDRAM,2.0,16,,ATA-4,Intel HD Graphics 500,Integrated,72-Pin EDO SIMM Memory,,AGP,802.11ac,,1,None,Windows 10,8,2.0,2.0,81A5001UUS,2017-10-28
202,"Acer Chromebook 15 CB515-1HT-P39B, Pentium N4200, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Pure Silver",,,232,Acer,3.3,Acer,Acer Chromebook,Pure Silver,0.19,37.8,16.0,,,Intel,Pentium N4200,2.5,4,,SDRAM,4.0,32,,,Intel HD Graphics,Integrated,,,Integrado,802.11ac,,,None,Chrome,32,2.0,2.6,CB515-1HT-P39B,2017-10-28
203,"ASUS ROG Strix G G731GU - 17.3"" FHD - i7-9750H - NVIDIA GTX 1660 Ti - 16GB - 512GB SSD",,,62,Asus,4.6,Asus,G731GUBI7N9,Negro,0.25,29.2,17.0,,,Intel,,,16,,DDR4,,512,,Solid State,NVIDIA GeForce GTX 1660Ti,nvidia_geforce_gtx,DDR4 SDRAM,,PCI-E,802.11ac,,,,Windows 10 Home,72,3.0,4.8,G731GUBI7N9,2019-11-09
204,"LAPTOP GAMING DELL ALIENWARE AREA M51 17.3"", GEFORCE RTX 2060,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 128SSD NEGRO (A17SR_i716112860W10s_120)",66349.0,,,Alienware,,Alienware,Alienware Area 51m,,0.12,40.3,17.0,,,Intel,Intel Core i7,4.1,16,,,16.0,1000,,,NVIDIA GeForce RTX 2060,,,,,802.11ac,,,,Windows 10,90,3.0,7.5,A17SR_i716112860W10s_120,2019-02-25
205,"ASUS ROG 15.6"" FHD WLED-Backlit Gaming Laptop, Intel 6-Core i7-9750H 2.6GHz hasta 4.5GHz, 8GB DDR4, 512GB PCIe SSD, NVIDIA GeForce GTX 1650, 802.11ac, Bluetooth, teclado retroiluminado, HDMI, Windows 10",,,19,Asus,4.0,Asus,ASUS ROG 15,Negro,0.23,25.7,16.0,1920,1080,Intel,Intel Core i7,2.6,8,,DDR4,,512,,Solid State,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,,,,802.11ac,,,,Windows 10,40,3.0,3.8,ASUS ROG 15,2019-06-01
206,Dell Laptop Inspirion 15 3583 I7 8565U 8GB 1TB 15.6 Win10 I3583-7315BLK-PUS,,,6,Dell,4.1,Dell,Inspiron,Negro,0.2,25.8,16.0,1366,768,Intel,Intel Core i7,4.6,8,DDR4,DDR4,,1,,Serial ATA,Intel UHD Graphics 620,,,,,802.11ac,,3,,Windows 10 Home,42,3.0,2.9,3583,2019-09-15
207,"Lenovo 2019 - Laptop IdeaPad de 15,6"" HD de Alto Rendimiento | AMD A6-9225 Dual-Core 2,60 GHz | 802.11ac | Bluetooth | DVD+/-RW | HDMI, 4GB RAM | 500GB HDD",,,170,Lenovo,3.5,Lenovo,Lenovo 130,,0.23,25.4,16.0,,,AMD,AMD A Series,2.6,4,DDR4,DDR4,,500,,Solid State,AMD Radeon R4,Dedicated,DDR4 SDRAM,,Integrado,802.11ac,1,,DVD-RW,Windows 10,20,4.0,2.7,Lenovo,2019-01-31
208,"Lenovo Yoga 920 2-in-1 13.9"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Bronze",34099.0,42653.0,33,Lenovo,3.5,Lenovo,Yoga 920,Bronce,0.13,22.4,14.0,1920,1080,Intel,None,1.8,8,,DDR4,,256,,Solid State,Intel UHD Graphics 620,Integrated,SIMM,,,801.11ac,,,,Windows 10,50,2.0,2.8,80Y7000WUS,2017-11-20
209,Laptop Asus Vivobook S15 15.6'' i5 8GB 512GB Win10 -Rosa,,,65,Asus,4.4,Asus,VivoBook S15,Rosado Punk,0.18,23.1,16.0,,,Intel,Intel Core i5,3.9,8,DDR4,DDR4,12.0,512,,Solid State,Intel UHD Graphics 630,Integrated,Shared,,Integrado,"802.11b/n/ac, Bluetooth",2,,No Optical Drive,Windows 10 Home,42,3.0,2.6,S532FA-DB55-PK,2019-06-28
210,"ASUS FX505DD Laptop de juego de 15.6 pulgadas, AMD Ryzen 5, memoria de 8 GB, tarjeta gráfica NVIDIA GeForce GTX 1050, 256 GB, unidad de estado sólido, color negro",,,81,Asus,4.2,Asus,FX505DD-DR5N6,,0.28,26.2,16.0,,,AMD,AMD R Series,2.1,8,,DDR,,256,,Solid State,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,,8,,,,,,Windows 10,48,3.0,3.4,FX505DD-DR5N6,2019-07-14
211,"Laptop Gamer Alienware Gaming AW17R5-7405SLV-PUS 8ª generación Intel Core i7 procesador portátil, 8GB RAM, 1TB disco duro más 8GB SSD, NVIDIA GeForce GTX 1060, 17.3"" Full HD Display, Epic Silver",,,65,Alienware,3.7,Alienware,Alienware 15,Epic Silver,0.25,38.9,16.0,1920,1080,Intel,Intel Core i7,3.9,16,,,16.0,1,,Solid State,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,GDDR5,6,PCI-E,802.11ac,,,None,Windows 10 Home,68,4.0,5.6,AW15R4-7675SLV-PUS,2018-07-02
212,"HP - computadora de 14 pulgadas con visualización táctil de 4 GB de RAM, SSD de 128 GB, portátil i3 HD, doble núcleo de hasta 3,90 GHz, huella dactilar, USB-C, 1366x768, UHD 620 Graphic, Bluetooth, cámara web, Win 10",,,80,HP,4.3,HP,HP 14,,0.18,22.5,14.0,1366,768,Intel,Intel Core i3,3.9,4,SDRAM,DDR4,,128,,Serial ATA-600,Intel,Integrated,,,,802.11bgn,,,,Windows 10,4,2.0,1.9,,2019-09-01
213,"HP Envy X360 2-in-1 2019 Flagship 15.6"" Full HD IPS visualización táctil Laptop/Tablet, AMD Quad-Core Ryzen 5 2500U 8GB DDR4 512GB PCle SSD AMD Radeon RX Vega 8 BT 4.2 teclado retroiluminado Windows Ink Win 10",,,113,HP,4.5,HP,HP Envy X360,Gris,0.19,35.9,16.0,1920,1080,AMD,AMD A Series,2.0,8,,DDR4,8.0,256,,Serial ATA,AMD Radeon Vega 8,amd_radeon_rx,DDR3 SDRAM,1,Integrado,"802.11ac, Bluetooth",,,No Optical Drive,Windows 10 Home,5,2.0,3.0,HPENVY360R58GBCCK3,2019-04-12
214,"Huawei MateBook 13 edición Signature  Laptop 13 Pulgadas 2K Touch, 8º Generación, Core i5, Plateado, 13-13.99 Inches",,,90,Huawei,4.0,HUAWEI,MateBook 13 i5,Plateado,0.15,21.1,13.0,,,Intel,Core i5-760,1.6,8,,SDRAM,8.0,,,eSATA,Intel HD Graphics 620,,72-Pin EDO SIMM Memory,,Integrado,802.11a/b/g/n/ac,,,None,Windows 10 Home,41,1.0,2.0,Wright-W19C,2019-01-23
215,Newest HP 15.6 Inch HD Micro-Edge Touchscreen WLED Flagship Laptop | Intel Core i5-8265U | 12GB DDR4 Memory | 256GB SSD+ Optane | WiFi | Bluetooth | HDMI | Windows 10 | Silver,,,3,HP,4.3,HP,HP,Plateado,0.23,25.4,16.0,,,Intel,Intel Core i5,1.6,12,DDR4,SDRAM,,256,,Serial ATA,Intel UHD Graphics 620,Integrated,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10,5,2.0,2.3,,2019-11-13
216,"HP Omen 2019 17 Pulgadas Gaming Laptop Intel i7-9750H, NVIDIA GeForce RTX 2080 (8 GB), 16 GB de RAM, 512 GB de Unidad de Estado sólido, VR Ready, Windows 10 Home (17-cb0090nr, Shadow Black)",,,11,HP,4.0,HP,7FT35UA#ABA,,,,17.0,1920,1080,Intel,,,16,SDRAM,DDR4,16.0,,,Serial ATA,NVIDIA GeForce RTX 2080,Dedicated,GDDR6,,Integrado,"802.11ax, Bluetooth",,,No Optical Drive,Windows 10 Home,70,4.0,5.6,17-cb0090nr,2019-07-24
217,"ASUS TUF Gaming FX705GM - Laptop de 17,3"" (Intel Core i7 - 16 GB de memoria, NVIDIA GeForce GTX 1060 - 512 GB, disco de estado sólido, Windows 10, color negro) Teclado en inglés",38490.0,,30,Asus,4.2,Asus,FX705GM,,0.28,39.9,17.0,,,Intel,Core i7-860,2.2,16,,DDR4,,512,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,3,PCI-E,802.11ac,1,,,Windows 10 Home,31,4.0,4.2,FX705GM-BI7N5,2018-11-13
218,"Asus VivoBook F510QA - computadora portátil para Asus VivoBook F510QA (15,6"", procesador AMD Quad-Core A12-9720P de hasta 3,6 GHz, memoria RAM DDR4 de 4 GB, SSD de 128 GB, USB 3.0, WiFi 802.11ac, HDMI, Windows 10)",,,136,Asus,3.9,Asus,VivoBook F510QA,,0.2,25.7,16.0,1920,1080,Intel,AMD A Series,2.7,4,DDR4,DDR4,4.0,128,,Solid State,AMD Radeon R7,amd_radeon_r7,DDR3 SDRAM,2,Integrado,802.11ac,1,,No Optical Drive,Windows 10,6,3.0,2.5,VivoBook F510QA,2019-07-14
219,"Lenovo Flex 5 15.6 Inch FHD Touchscreen 2-in-1 Laptop (Intel Core i7-8550U, NVIDIA GeForce MX130, 8GB RAM, 256GB SSD, Onyx Black), 81CA000UUS",,,17,Lenovo,4.7,Lenovo,Lenovo Ideapad,Onyx Black,24.7,0.19,16.0,,,Intel,Intel Core i7,1.8,8,,,8.0,,,Solid State,Geforce MX130,Dedicated,DDR3 SDRAM,,Integrado,Bluetooth,,,None,Windows 10 Home,52,1.0,3.4,81CA000UUS,2018-03-31
220,"Laptop Gamer Asus FX505DT-EB73 (AMD Ryzen 7, 39.6 cm 15.6"", 1920 x 1080 Pixeles, 8 GB, 512 GB, Windows 10)",,,77,Asus,3.8,Asus,FX505DT-EB73,Gris,0.26,26.2,16.0,1920,1080,AMD,AMD Ryzen 7,4.0,8,"SO-DIMM, DDR4-SDRAM",DDR4,32.0,512,,Solid State,NVIDIA GeForce GTX 1650,NVIDIA GeForce GTX 1650,GDDR5,,PCI-E,"802.11b/n/ac, Bluetooth",1,,No,Windows 10,48,3.0,2.4,FX505DT-EB73,2019-04-14
221,"Lenovo IdeaPad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 1TB HDD, 128GB NVMe SSD, NVIDIA GeForce GTX 1050, Windows 10, 81LK000EUS, Black",,,61,Lenovo,4.4,Lenovo,L340 Gaming,Black,0.24,25.5,16.0,,,Intel,Intel Core i5,2.4,8,,SODIMM,16.0,1,,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,,Integrado,"801.11ac, Bluetooth",,,None,Windows 10,45,3.0,3.2,81LK000MUS,2019-06-22
222,"ASUS VivoBook 15 X512FA - 15.6"" FHD - i7-8565U - 12GB - 256GB SSD - Silver",,,7,Asus,4.8,Asus,X512FA-BI7A,Plateado,0.2,23.1,16.0,1920,1080,Intel,,,12,,DDR4,,256,,Solid State,Intel UHD Graphics 620,Integrated,,,,Bluetooth,,,,Windows 10 Home,15,8.0,2.4,X512FA-BI7A,2019-11-10
223,"MSI GF63 Thin 9SC-068 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-9300H 15.6"" 1366 x 768Pixeles computadora Notebook, GTX1650 | i7-9750H | 16GB | 512NVMe SSD, 15-15.99 Inches",37005.97,,394,MSI,4.5,MSI,GF63 Thin 9SC-066US,,0.22,25.4,16.0,,,Intel,Intel Core i7,2.6,16,,,64.0,1,,Serial ATA,,Dedicated,GDDR5,,PCI-E,,,,None,,51,3.0,3.5,GF63 Thin 9SC-066US,2019-04-24
224,"Lenovo Chromebook C330 2 en 1, portátil convertible de 11.6 pulgadas HD (1366 x 768) IPS pantalla, procesador MediaTek MT8173C, 4 GB LPDDR3, 64 GB eMMC, Chrome OS, 81HY0000US, Blizzard blanco, 64 GB, Blanco (Blizzard White), 64GB eMMC",,,2549,Lenovo,4.4,Lenovo,IdeaPad C330,Blanco (Blizzard White),21.5,0.2,12.0,,,Mediatek,Pentium,2.1,4,LPDDR3,,64.0,64,,Solid State,PowerVR SGX543,Integrated,DRAM,,Integrado,802.11ac,,,None,Chrome,45,1.0,2.0,81HY0000US,2018-09-16
225,"2019 Dell G3 Gaming Laptop Computer, 9th Gen Intel Quad-Core i5-9300H up to 4.1GHz, 8GB DDR4 RAM, 512GB PCIE SSD, 15.6"" FHD, GeForce GTX 1660 Ti 6GB, AC WiFi, USB 3.0, HDMI, Windows 10",,,,Dell,,Dell,G3 Gaming,,0.22,25.4,16.0,1920,1080,Intel,Intel Core i5,2.4,8,DDR4,DDR4,,512,,PCIE x 4,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,nvidia_geforce_gtx,,,,802.11ac,,,,Windows 10,41,3.0,3.7,G3 Gaming,2019-07-17
226,"HP Spectre Folio 13-ak0013dx Café, Plata Híbrido (2-en-1) 33.8 cm (13.3"") 1920 x 1080 Pixeles Pantalla táctil 1.5 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8500Y - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.5 GHz, 33.8 cm (13.3""), 1920 x 1080 Pixeles, 8 GB, 256 GB)",37050.0,,33,HP,4.3,HP,13-ak0013dx,"Café, Plata",0.15,32.0,13.0,1920,1080,Intel,None,1.5,8,"A bordo, LPDDR3-SDRAM",DDR4,8.0,256,,PCIE x 16,Intel UHD,No disponible,,,PCI-E,802.11a/b/g/n/ac,,,No,Windows 10 Home,5,6.0,3.2,4TL67UA#ABA,2018-10-28
227,"Laptop Gamer HP Pavilion 15,6"" HD  Intel Core i7 16GB RAM, 2TB de HDD, GeForce 940MX, teclado en inglés Windows 10",,,7,HP,3.5,HP,HP 15.6,,0.23,25.2,16.0,,,Intel,Intel Core i7,1.8,16,,DDR3,,2,,Serial ATA,NVIDIA GeForce 940MX,nvidia_geforce_940mx,,,,802.11ac,,,,Windows 10,50,4.0,2.9,T8TJG,2017-12-10
228,"2019 HP Pavilion 15.6"" FHD Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i7-8565U Up to 4.6GHz, 16GB DDR4 RAM, 1TB HDD, GeForce MX250 4GB, 802.11AC WiFi, Bluetooth 5.0, Fog Blue, Windows 10",,,8,HP,4.7,HP,Pavilion,,0.18,24.2,16.0,1920,1080,Intel,Intel Core i7,1.8,16,"SDRAM, DDR4",DDR4,,1,,Serial ATA,NVIDIA GeForce MX250 4GB GDDR5 Graphics,dedicated,,,,"802.11b/g, 802.11ac, 802.11bgn, 802.11b",,,,Windows 10,41,3.0,2.6,15-cs,2019-09-20
229,"ASUS VivoBook S15 15.6” Slim and Portable Laptop, Intel Core i5-8250U Processor (up to 3.4Ghz), 8GB DDR4, 256GB SSD, NanoEdge Bezel, Windows 10 - S530UA-DB51-IG, Icicle Gold",,,38,Asus,3.9,Asus,ASUS,Icicle Gold with White Trim,0.18,24.4,16.0,,,AMD,Athlon Dual Core,1.6,8,DDR3,,4.0,500,,,,,,,Integrado,802.11g,2,2,None,DOS,42,3.0,2.5,S530UA-DB51-IG,2018-10-23
230,"Lenovo Y40 Laptop Computer - 59423034 - Black - 4th Generation Intel Core i7-4510U / 1TB+8GB Solid State Hybrid Drive / 8GB RAM / 14.0"" FHD 1920x1080 Display / AMD Radeon R9 M275 2GB / Dual Band Wireless AC / Windows 8.1",21199.0,25736.0,27,Lenovo,3.0,Lenovo,Y40,Negro,0.23,24.9,14.0,1920,1080,Intel,Intel Core i7,,8,,DDR3,8.0,1,,Serial ATA,Radeon,amd_radeon_r9,,,,"802.11a, 802.11b, 802.11g, 802.11n",1,,,Windows 8,44,4.0,3.0,59423034,2015-05-11
231,"Acer 2018 Flagship Nitro 5 15.6"" Full HD IPS VR Ready Gaming Laptop, Intel Quad-Core i5-8300H>i7-7700HQ up to 4GHz 8GB DDR4 1TB HDD 4GB NVIDIA GeForce GTX 1050 Backlit Keyboard Dolby Audio Win 10",,,2,Acer,3.0,Acer,Acer Nitro,Negro,0.28,39.1,16.0,,,Intel,Intel Core i5,2.3,8,,DDR,,1,,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,DDR SDRAM,,,802.11ac,2,,,Windows 10,41,3.0,4.2,Acer Nitro,2018-10-23
232,"Pantalla de privacidad HP Spectre x360 13t con corte de gemas (i7-8565U, 16 GB, con 512 G-1TB, cámara de infrarrojos FHD, HP Pen, 3 años McAfee Internet Scrty, actualización Win 10 PRO, garantía internacional HP, Azul (Poseidon Blue), 16G+1TB SSD",,,29,HP,3.9,HP,HP Spectre x360 13t Convertible,Azul (Poseidon Blue),0.14,21.8,13.0,1920,1080,Intel,Intel Core i7,1.8,16,,DDR4,,1,,Solid State,Intel UHD Graphics 620,Integrated,,,,"802.11ac, Bluetooth",,,,Windows 10,61,4.0,3.2,Spectre x360 13ap00,2019-03-21
233,"Computer Upgrade King VAR-718 - CUK Tongfang CyberPower Variation, 32GB RAM | 500GB NVMe SSD + 1TB HDD",,,4,Computer Upgrade King,4.7,Computer Upgrade King,,,0.3,26.7,16.0,1920,1080,Intel,Intel Core i7,2.2,16,DDR4,DDR4,,1500,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,6,,802.11ac,,,,Windows 10 Home,46,3.0,4.6,N950VR,2018-02-17
234,"Thomson NEOX13C4BK32 / NEOX13C-4BK32 / NEOX13C-4BK32 Neo X13 Ultrabook 13.3 Celeron N3350, 4 GB, 32 GB, Windows 10, Plateado, 13-13.99 Inches",,,17,Thomson,3.4,Thomson,Thomson,Plateado,25.4,6.3,13.0,,,Intel,Intel Celeron,1.1,4,,,32.0,32,,Ethernet,,Integrated,DDR3L-1600 SDRAM,,Integrado,802.11ac,2,,No Optical Drive,Windows 10 Home,29,2.0,1.8,NEOX13C-4GR32,2019-08-03
235,"2019 Dell Inspiron 5570 15.6"" FHD Home & Business Laptop, Intel Quad Core i7-8550U Upto 4.0GHz, 12GB RAM, 256GB SSD, Backlit Keyboard, DVD-RW, HDMI, WiFi, Windows 10, Silver",,,,Dell,,Dell,Inspiron 5570,Plateado,0.18,23.4,16.0,1920,1080,Intel,Core i7 8550U,1.8,12,DDR4,DDR4,,256,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10,5,3.0,3.0,DELL,2019-08-31
236,"Lenovo Flex 14 Laptop 14.0"" FHD (1920 x 1080) visualización, Intel Core i7-10510U Procesador, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 10, 81XG0005US, Onyx Black",,,8,Lenovo,4.2,Lenovo,Flex 14,Negro,0.18,22.9,14.0,,,Intel,Intel Core i7,1.8,16,DDR4,DDR4,16.0,,,Solid State,,,GDDR5,,Integrado,"801.11ac, Bluetooth",,,No Optical Drive,Windows 10,45,4.0,2.5,81XG0005US,2019-09-14
237,"Dell - Inspiron 11.6"" Laptop - AMD A6-9220e - Radeon R4-4GB Memory - 32GB eMMC Flash Memory - Gray",8550.0,,3,Dell,2.6,Dell,Dell Inspiron,,0.22,,12.0,,,AMD,AMD E Series,1.1,2,DDR4,DDR,,32,,IEEE 1394b,AMD Radeon R4,integrated,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10,4,2.0,2.0,i3180-A361GRY,2018-03-12
