name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell XPS 9570 -Touchscreen de 15,6"" pulgadas UHD (3840 x 2160) 32 GB RAM, 1TB SSD, Lector de Huellas Dactilares Windows 10 Pro- Plateado
                    
                

                
                    
                    
                
            ","$65,050.00",,29 calificaciones,Dell,3.5 de 5 estrellas,Dell,XPS 9570,,,,15.6 inches,,Intel,Intel Core i7,4.10 GHz,32 GB,,DDR4 SDRAM,,1 TB,,Solid State,GTX 1050Ti,nvidia_geforce_gtx_1050_ti,,,,802.11ac,,,,Windows 10,3 watt_hours,3, ,3.6 Kg,XPS 9570,8 de julio de 2018
"
                
                    
                    
                

                
                    
                    
                        HP 15.6"" Laptop, AMD A6-9220 Dual-Core Processor 2.50GHz, 4GB RAM, 500GB HDD, AMD Radeon R4 Graphics, DVD-RW, HDMI, Bluetooth, HDMI, Webcam, Windows 10
                    
                

                
                    
                    
                
            ",,,348 calificaciones,HP,3.5 de 5 estrellas,HP,15t,No Touch,23 millimeters,25.4 centimeter,15.6 inches,,AMD,AMD A Series,2.50 GHz,4 GB,SDRAM,DDR4 SDRAM,,500 GB,,ATA,AMD Radeon R4,,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10 Home,31 watt_hours,3, ,2.7 Kg,15t,16 de enero de 2018
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel 2.6GHz Processor, 4GB RAM, 64GB Storage, Windows 10 in S Mode (Switchable to Win 10 Home), 1 Year Office 365 - J401MA-YS02
                    
                

                
                    
                    
                
            ",,,376 calificaciones,Asus,4.2 de 5 estrellas,Asus,ASUS,,15 millimeters,22.6 centimeter,14 inches,1920x1080 pixels,AMD,Athlon Dual Core,1.1 GHz,4 GB,DDR3,DDR4 SDRAM,4 GB,500 GB,,Solid State,Intel UHD Graphics 600,Integrated,Shared,4 GB,Integrado,"802.11a/b/g/n/ac, Bluetooth",1,2,None,DOS,39 watt_hours,2, ,2.5 Kg,J401MA-YS02,18 de octubre de 2018
"
                
                    
                    
                

                
                    
                    
                        2020 ASUS VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)
                    
                

                
                    
                    
                
            ","$16,750.00",,11 calificaciones,Asus,4.5 de 5 estrellas,Asus,ASUS,,20 millimeters,23.1 centimeter,15.6 inches,1920 x 1080,AMD,AMD A Series,2.60 GHz,8 GB,DDR4,DDR4 SDRAM,,256 GB,,Serial ATA,AMD Radeon Vega 3,Integrated,DDR4 SDRAM,,Integrado,802.11ac,1,,No Optical Drive,Windows 10 Home,36 watt_hours,3, ,2 Kg,ASUS,14 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        Samsung Notebook 5 15.6"" Laptop – AMD Ryzen 5 – 8 GB de Memoria – Disco Duro de 1 TB – Titan Claro
                    
                

                
                    
                    
                
            ",,,26 calificaciones,Desconocido,4.0 de 5 estrellas,Desconocido,Notebook 5,Titán claro,20 millimeters,24.9 centimeter,15.6 inches,1920x1080 pixels,AMD,,,8 GB,,,8 GB,1 TB,,Serial ATA,AMD RadeonTM Vega 8 graphics,Integrated,Shared,,Integrado,,1,,None,Windows 10 Home,43 watt_hours,3, ,2.7 Kg,NP550XTA-K01US,25 de junio de 2018
"
                
                    
                    
                

                
                    
                    
                        Laptop Gigabyte AORUS Microsoft Azure AI 15,6"" 15-X9-RT4BD
                    
                

                
                    
                    
                
            ",,,23 calificaciones,Gigabyte,4.0 de 5 estrellas,GIGABYTE,AORUS 15,A116,24 millimeters,24.6 centimeter,15.6 inches,1920x1080 pixels,Intel,,,16 GB,DDR4,SODIMM,64 GB,2 TB,,PCIE x 4,NVIDIA GeForce,Dedicated,GDDR6,,PCI-E,"802.11ac, Bluetooth",,,None,Windows 10 Home,62 watt_hours,1, ,3.8 Kg,AORUS 15-X9-RT4BD,24 de enero de 2019
"
                
                    
                    
                

                
                    
                    
                        Newest HP Envy 17t Touch(10th Gen Intel i7-10510U, 1TB PCI NVMe SSD, 16GB DDR4, NVIDIA GeForce 4GB GDDR5,DVD Writer, Windows 10 Professional, 3 Years McAfee Security Key)Bang & Olufsen 17.3"" Laptop PC
                    
                

                
                    
                    
                
            ",,,15 calificaciones,HP,4.9 de 5 estrellas,HP,Envy 17t 10th Gen 1TB Pro MAfee,,22 millimeters,26.6 centimeter,17.3 inches,1920x1080,Intel,Intel Core i7,1.80 GHz,16 GB,"SDRAM, DDR4",DDR SDRAM,,1 TB,,Solid State,NVIDIA GeForce,dedicated,GDDR5,,Integrado,"802.11ac, Bluetooth",1,,,Windows 10 Pro,52 watt_hours,3, ,3.6 Kg,Envy 17t 10th Gen 1TB Pro MAfee,18 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 14"" HD – Core i3-7100U – 4 GB de Memoria – 128 GB SSD
                    
                

                
                    
                    
                
            ","$12,390.00",,11 calificaciones,HP,4.4 de 5 estrellas,HP,5VQ99UA#ABA,,22.6 centimeter,32.5 centimeter,14 inches,,Intel,Core i3 7100U,2.4 GHz,128 GB,,DDR4 SDRAM,4 GB,,,eSATA,,Integrated,DDR4 SDRAM,,Integrado,802.11bgn,1,,No Optical Drive,Windows 10 Home in S mode,1 watt_hours,3, ,2.1 Kg,5VQ99UA#ABA,30 de marzo de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Predator Helios 300 Gaming Laptop, Intel Core i7, GeForce GTX 1060, 15.6"" Full HD, 16GB DDR4, 256GB SSD, 1TB HDD, G3-572-7526
                    
                

                
                    
                    
                
            ","$41,590.00"," $56,678.00",18 calificaciones,Acer,4.4 de 5 estrellas,Acer,Acer Predator Series,Black,27 millimeters,26.6 centimeter,15.6 inches,,Intel,Intel Core i7,2.8 GHz,16 GB,,DDR SDRAM,16 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,GDDR5,6 GB,Integrado,802.11ac,2,,None,Windows 10 Home,32 watt_hours,3, ,4.7 Kg,G3-572-7526,21 de mayo de 2018
"
                
                    
                    
                

                
                    
                    
                        Lenovo Yoga 710 15.6-Inch 2-in-1 Convertible FHD Touchscreen Premium Laptop / Tablet (Intel Core i5-6200U 3M Cache 2.8GHz, 8GB DDR4 2133MHz RAM, 256GB SSD, HDMI, Backlit Keyboard, Windows 10)
                    
                

                
                    
                    
                
            ",,,59 calificaciones,Lenovo,3.5 de 5 estrellas,Lenovo,FBA_760625000000,Negro,24.4 centimeter,18 millimeters,15.6 inches,1920x1080,Intel,Intel Core i5,2.8 GHz,8 GB,"SDRAM, DDR4",DDR3 SDRAM,,256 GB,,,Intel HD Graphics 520,intel_hd_graphics_520,,,,"802.11bgn, Bluetooth",,,,Windows 10,9 watt_hours,3, ,2.5 Kg,FBA_760625000000,13 de enero de 2017
"
                
                    
                    
                

                
                    
                    
                        Dell I5593_i582562GSW10s_520
                    
                

                
                    
                    
                
            ","$16,699.00",,,Dell,,Dell,Inspiron 15 5593,,,,15.6 inches,,Intel,None,3.6 GHz,8 GB,DDR4,SODIMM,16 GB,256 GB,Flash Memory Solid State,ATA,,Dedicated,DDR4 SDRAM,2 GB,Integrado,,1,,None,Windows 10 Home,42 watt_hours,3, ,2.8 Kg,,15 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        2020 Lenovo IdeaPad 14"" Laptop Computer, AMD A6-9220e 1.6GHz, 4GB Memory, 64GB eMMC Flash Memory, AMD Radeon R4, AC WiFi, Microsoft Office 365, 2 Year Warranty, Gray, Windows 10 Home
                    
                

                
                    
                    
                
            ",,,43 calificaciones,Lenovo,3.4 de 5 estrellas,Lenovo,Lenovo - IdeaPad,,21 millimeters,25.9 centimeter,14 inches,1366 x 768,Intel,AMD A Series,1.60 GHz,4 GB,DDR4,DDR4 SDRAM,,64 GB,,Solid State,AMD Radeon R4,Dedicated,DDR4 SDRAM,,Integrado,802.11ac,1,,No Optical Drive,Windows 10,35 watt_hours,2, ,2.1 Kg,Lenovo - IdeaPad,24 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Toshiba 2-in-1 Convertible Tablet Ordenadores 39,62 cm Pantalla táctil del Ordenador portátil - Intel Core i7 12 GB DDR3L - Memoria Ram - 256 GB de Unidad de Estado sólido SSD P55W-B5318
                    
                

                
                    
                    
                
            ",,,171 calificaciones,Toshiba,2.9 de 5 estrellas,Toshiba,P55W-B5318,Dorado (Satin Gold),30 millimeters,30.7 centimeter,15.6 inches,1920 x 1080,Intel,Intel Core i7,2 GHz,12 GB,,DDR3 SDRAM,12 GB,256 GB,,Solid State,Intel Integrated Graphics,,,,,"802.11bgn, Bluetooth",,,,Windows 8,60 watt_hours,4, ,4.6 Kg,Satellite Radius,6 de enero de 2015
"
                
                    
                    
                

                
                    
                    
                        HP 2-in-1 13.3"" FHD (1920 x 1080) Flagship Touch Screen Laptop, AMD Ryzen 5 2500u Processor, 8GB DDR4 RAM, 128GB SSD, 802.11ac, Bluetooth 4.2, HDMI, USB 3.1, Windows 10 – Dark Ash Silver
                    
                

                
                    
                    
                
            ",,,1 calificación,HP,5.0 de 5 estrellas,HP,HP Envy x360,,15 millimeters,21.3 centimeter,13.3 inches,1920x1080,AMD,Ryzen 5 2500U,2 GHz,8 GB,"SDRAM, DDR4",DDR4 SDRAM,,128 GB,,Solid State,AMD Radeon Vega 8,integrated,,,,802.11ac,,,,Windows 10,53.20 watt_hours,4, ,2.4 Kg,HP Envy x360,24 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo 2020 Newest IdeaPad S340 15.6 Inch Laptop, Intel 4-Core i5-8265U up to 3.9GHz, Intel UHD 620, 8GB DDR4 RAM, 128GB SSD, Webcam, Bluetooth, HDMI, WiFi, Windows 10, Black
                    
                

                
                    
                    
                
            ",,,2 calificaciones,Lenovo,4.5 de 5 estrellas,Lenovo,Lenovo,,18 millimeters,24.5 centimeter,15.60 inches,1366 x 768,Intel,Intel Core i5,1.60 GHz,8 GB,DDR4,DDR4 SDRAM,,128 GB,,Serial ATA,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10 Home,52 watt_hours,2, ,2.3 Kg,Lenovo,12 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 2019 - Pantalla táctil para portátil de 14"" Intel Core i3 de 4 GB de RAM 128 GB SSD Windows 10, Marco de Teclado Plateado Ceniza
                    
                

                
                    
                    
                
            ",,,109 calificaciones,HP,4.0 de 5 estrellas,HP,DQ0011DX,,18 millimeters,22.5 centimeter,14 inches,1366x768,Intel,Intel Core i3,2.10 GHz,4 GB,,DDR4 SDRAM,4 GB,128 GB,,Solid State,Intel UHD Graphics 620,Integrated,DDR3 SDRAM,,Integrado,"802.11bgn, Bluetooth",,,No Optical Drive,Windows 10 S,41 watt_hours,3, ,1.9 Kg,14-DQ0011DX,28 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        HP Stream 14-ax040wm Negro Computadora portátil 35.6 cm (14"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB DDR3L-SDRAM 32 GB eMMC - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 32 GB)
                    
                

                
                    
                    
                
            ",,,425 calificaciones,HP,3.0 de 5 estrellas,HP,14-ax040wm,Negro,18 millimeters,22.6 centimeter,14 inches,1366 x 768 Pixeles,Intel,Intel Celeron,1.6 GHz,32 GB,DDR3L-SDRAM,DDR3 SDRAM,,32 GB,,Solid State,,No disponible,,,,"802.11b, 802.11g",1,,No,Windows 10 Home,45 watt_hours,2, ,2 Kg,14-ax040wm,29 de noviembre de 2017
"
                
                    
                    
                

                
                    
                    
                        ASUS Vivobook 2019 Premium 14 HD computadora portátil no táctil, 2 núcleos AMD A6 2,6 GHz, 8 GB DDR4 RAM, 500 GB HDD, sin DVD, Wi-Fi|Bluetooth|Webcam|HDMI|VGA, Windows 10
                    
                

                
                    
                    
                
            ",,,45 calificaciones,Asus,3.0 de 5 estrellas,Asus,ASUS Vivobook,,,,14 inches,1366x768,AMD,AMD A Series,2.60 GHz,4 GB,DDR4,DDR3 SDRAM,,500 GB,,Serial ATA,AMD Radeon R4,amd_radeon_r5,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10,36 watt_hours,3, ,1.8 Kg,,2 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus ZenBook 13 Ultra-Slim Laptop 13.3"" FHD Wideview Portátil Negro computadora notebook, Intel Core i7 | Gráficos Intel UHD, 13"" | 16GB | 512GB SSD
                    
                

                
                    
                    
                
            ",,,375 calificaciones,Asus,3.9 de 5 estrellas,Asus,Asus ZenBook 13,,18 millimeters,18.8 centimeter,13.3 inches,,Intel,Intel Core i7,4.6 GHz,16 GB,,DDR3 SDRAM,16 GB,512 GB,,Solid State,Intel HD Graphics 620,Integrated,Shared,,Integrado,"802.11b/n/ac, Bluetooth",1,,None,Windows 10 Pro,50 watt_hours,3, ,2 Kg,UX333FA-AB77,28 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        2020 ASUS VivoBook 15 15.6 pulgadas FHD 1080P Laptop (AMD Ryzen 3 3200U hasta 3.5GHz, 16GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, teclado retroiluminado, lector FP, WiFi, Bluetooth, HDMI, Windows 10) (gris)
                    
                

                
                    
                    
                
            ",,,68 calificaciones,Asus,4.2 de 5 estrellas,Asus,ASUS,,20 millimeters,23.1 centimeter,15.6 inches,1920 x 1080,AMD,AMD A Series,2.60 GHz,16 GB,DDR4,DDR4 SDRAM,16 GB,256 GB,,Serial ATA,AMD Radeon Vega 3,Integrated,DDR3 SDRAM,,Integrado,802.11ac,2,,No Optical Drive,Windows 10 Home,6 watt_hours,2, ,2.5 Kg,ASUS,6 de octubre de 2019
